,Name,Transaction.Date,Owner,Ticker,Asset.Name,Asset.Type,Type,Amount,Comment
2505, David A Perdue Jr,2/19/2019,Joint,MRK,"Merck & Co., Inc.",Stock,Sale (Partial),15001,--
2506, David A Perdue Jr,2/19/2019,Joint,GLW,Corning Incorporated,Stock,Sale (Partial),1001,--
2507, David A Perdue Jr,2/19/2019,Joint,TRGP,Targa Resources Corp.,Stock,Sale (Partial),15001,--
2508, David A Perdue Jr,2/25/2019,Joint,WFC,Wells Fargo & Company,Stock,Purchase,1001,--
2509, David A Perdue Jr,2/25/2019,Joint,BRK-B,Berkshire Hathaway Inc.,Stock,Sale (Partial),1001,--
2510, David A Perdue Jr,2/25/2019,Joint,CLX,The Clorox Company,Stock,Sale (Partial),1001,--
2511, David A Perdue Jr,2/25/2019,Joint,MU,"Micron Technology, Inc.",Stock,Sale (Partial),1001,--
2512, David A Perdue Jr,2/25/2019,Joint,INFY,Infosys Limited,Stock,Sale (Partial),1001,--
2513, David A Perdue Jr,2/25/2019,Joint,ACA,"Arcosa, Inc.",Stock,Sale (Partial),1001,--
2514, David A Perdue Jr,2/25/2019,Joint,ANTM,"Anthem, Inc.",Stock,Sale (Partial),1001,--
2515, David A Perdue Jr,2/25/2019,Joint,COP,ConocoPhillips,Stock,Sale (Partial),1001,--
2516, David A Perdue Jr,2/25/2019,Joint,MSFT,Microsoft Corporation,Stock,Sale (Partial),15001,--
2517, David A Perdue Jr,2/25/2019,Joint,ORCL,Oracle Corporation,Stock,Sale (Partial),1001,--
2518, David A Perdue Jr,2/25/2019,Joint,FOXA,"Twenty-First Century Fox, Inc.",Stock,Sale (Partial),1001,--
2519, David A Perdue Jr,2/25/2019,Joint,SYY,Sysco Corporation,Stock,Sale (Partial),1001,--
2520, David A Perdue Jr,2/25/2019,Joint,CSCO,"Cisco Systems, Inc.",Stock,Sale (Partial),15001,--
2521, David A Perdue Jr,2/25/2019,Joint,UN,Unilever N.V.,Stock,Purchase,1001,--
2522, David A Perdue Jr,2/25/2019,Joint,KO,The Coca-Cola Company,Stock,Purchase,1001,--
2523, David A Perdue Jr,2/25/2019,Joint,FOX,"Twenty-First Century Fox, Inc.",Stock,Sale (Partial),1001,--
2524, David A Perdue Jr,2/25/2019,Joint,PG,The Procter & Gamble Company,Stock,Sale (Partial),15001,--
2525, David A Perdue Jr,2/25/2019,Joint,STT,State Street Corporation,Stock,Sale (Partial),1001,--
2526, David A Perdue Jr,2/25/2019,Joint,AVP,"Avon Products, Inc.",Stock,Sale (Partial),1001,--
2527, David A Perdue Jr,2/25/2019,Joint,PEP,"PepsiCo, Inc.",Stock,Sale (Partial),15001,--
2528, David A Perdue Jr,2/25/2019,Joint,UHAL,AMERCO,Stock,Sale (Partial),1001,--
2529, David A Perdue Jr,2/26/2019,Joint,BWXT,"BWX Technologies, Inc.",Stock,Sale (Partial),15001,--
2530, David A Perdue Jr,2/27/2019,Joint,LNG,"Cheniere Energy, Inc.",Stock,Purchase,1001,--
2531, David A Perdue Jr,2/27/2019,Joint,TRGP,Targa Resources Corp.,Stock,Sale (Partial),1001,--
2532, David A Perdue Jr,2/27/2019,Joint,BWXT,"BWX Technologies, Inc.",Stock,Sale (Partial),1001,--
2533, David A Perdue Jr,2/27/2019,Joint,BWXT,"BWX Technologies, Inc.",Stock,Sale (Partial),1001,--
2534, David A Perdue Jr,2/13/2019,Joint,BOIVF,Bollore,Stock,Purchase,1001,--
2535, David A Perdue Jr,2/27/2019,Joint,WGP,"Western Gas Partners (Exchanged)
Western Midstream Partners, LP (Received)",Stock,Exchange,15001,"Following this merger, Western Midstream Partners - WGP changed its name to Western Midstream Operating - WES which is now the asset that the Senator owns."
2536, David A Perdue Jr,7/6/2018,Joint,GM,General Motors Company,Stock,Purchase,1001,--
2537, David A Perdue Jr,7/10/2018,Joint,GM,General Motors Company,Stock,Purchase,1001,--
2538, David A Perdue Jr,7/11/2018,Joint,GM,General Motors Company,Stock,Purchase,1001,--
2539, David A Perdue Jr,7/11/2018,Joint,GM,General Motors Company,Stock,Purchase,1001,--
2540, David A Perdue Jr,7/10/2018,Joint,AVP,"Avon Products, Inc.",Stock,Purchase,1001,--
2541, David A Perdue Jr,7/10/2018,Joint,DISCA,"Discovery, Inc.",Stock,Sale (Partial),1001,--
2542, David A Perdue Jr,7/11/2018,Joint,FDC,First Data Corporation,Stock,Sale (Partial),1001,--
2543, David A Perdue Jr,7/12/2018,Joint,FDC,First Data Corporation,Stock,Sale (Partial),1001,--
2544, David A Perdue Jr,7/12/2018,Joint,FDC,First Data Corporation,Stock,Sale (Partial),1001,--
2545, David A Perdue Jr,7/13/2018,Joint,RF,Regions Financial Corporation,Stock,Purchase,1001,--
2546, David A Perdue Jr,7/13/2018,Joint,LYV,"Live Nation Entertainment, Inc.",Stock,Sale (Partial),1001,--
2547, David A Perdue Jr,7/13/2018,Joint,LYV,"Live Nation Entertainment, Inc.",Stock,Sale (Partial),1001,--
2548, David A Perdue Jr,7/18/2018,Joint,CDLX,"Cardlytics, Inc.",Stock,Purchase,1000001,This purchase is a reflection of Perdue exercising his stock option listed on previous disclosures
2549, David A Perdue Jr,7/16/2018,Joint,GM,General Motors Company,Stock,Purchase,1001,--
2550, David A Perdue Jr,7/17/2018,Joint,BOIVF,Bollore,Stock,Purchase,1001,--
2551, David A Perdue Jr,7/19/2018,Joint,NFLX,"Netflix, Inc.",Stock,Purchase,15001,--
2552, David A Perdue Jr,7/20/2018,Joint,GM,General Motors Company,Stock,Purchase,1001,--
2553, David A Perdue Jr,7/16/2018,Joint,FDC,First Data Corporation,Stock,Sale (Partial),1001,--
2554, David A Perdue Jr,7/17/2018,Joint,LYV,"Live Nation Entertainment, Inc.",Stock,Sale (Partial),1001,--
2555, David A Perdue Jr,7/17/2018,Joint,GPK,Graphic Packaging Holding Company,Stock,Sale (Partial),1001,--
2556, David A Perdue Jr,7/19/2018,Joint,SBUX,Starbucks Corporation,Stock,Sale (Full),15001,--
2557, David A Perdue Jr,7/20/2018,Joint,FDC,First Data Corporation,Stock,Sale (Partial),1001,--
2558, David A Perdue Jr,7/25/2018,Joint,KN,Knowles Corporation,Stock,Sale (Partial),1001,--
2559, David A Perdue Jr,7/25/2018,Joint,KN,Knowles Corporation,Stock,Sale (Partial),1001,--
2560, David A Perdue Jr,7/25/2018,Joint,GM,General Motors Company,Stock,Purchase,1001,--
2561, David A Perdue Jr,7/25/2018,Joint,GM,General Motors Company,Stock,Purchase,1001,--
2562, David A Perdue Jr,7/25/2018,Joint,FDC,First Data Corporation,Stock,Sale (Partial),1001,--
2563, David A Perdue Jr,7/27/2018,Joint,AXTA,Axalta Coating Systems Ltd.,Stock,Purchase,1001,--
2564, David A Perdue Jr,7/30/2018,Joint,CBS,CBS Corporation,Stock,Purchase,15001,--
2565, David A Perdue Jr,7/30/2018,Joint,WPX,"WPX Energy, Inc.",Stock,Sale (Partial),1001,--
2566, David A Perdue Jr,7/31/2018,Joint,BOIVF,Bollore,Stock,Purchase,1001,--
2567, David A Perdue Jr,8/4/2015,Joint,BAX,Baxter International Inc. (NYSE),Stock,Purchase,1001,--
2568, David A Perdue Jr,8/4/2015,Joint,BAX,Baxter International Inc. (NYSE),Stock,Purchase,1001,--
2569, David A Perdue Jr,8/4/2015,Joint,VLP,Valero Energy Partners LP (NYSE),Stock,Purchase,1001,--
2570, David A Perdue Jr,8/5/2015,Joint,WOOF,VCA Inc. (NASDAQ),Stock,Sale (Partial),1001,--
2571, David A Perdue Jr,8/5/2015,Joint,CVC,Cablevision Systems Corporation (NYSE),Stock,Sale (Partial),1001,--
2572, David A Perdue Jr,8/5/2015,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,1001,--
2573, David A Perdue Jr,8/5/2015,Joint,CVC,Cablevision Systems Corporation (NYSE),Stock,Sale (Partial),1001,--
2574, David A Perdue Jr,8/5/2015,Joint,WPX,"WPX Energy, Inc. (NYSE)",Stock,Purchase,1001,--
2575, David A Perdue Jr,7/28/2015,Joint,LQDT,"Liquidity Services, Inc. (NASDAQ)",Stock,Sale (Partial),1001,--
2576, David A Perdue Jr,7/28/2015,Joint,LQDT,"Liquidity Services, Inc. (NASDAQ)",Stock,Sale (Partial),1001,--
2577, David A Perdue Jr,7/28/2015,Joint,GPK,Graphic Packaging Holding Company (NYSE),Stock,Sale (Partial),100001,--
2578, David A Perdue Jr,7/28/2015,Joint,VLP,Valero Energy Partners LP (NYSE),Stock,Sale (Partial),1001,--
2579, David A Perdue Jr,7/29/2015,Joint,CVC,Cablevision Systems Corporation (NYSE),Stock,Sale (Partial),1001,--
2580, David A Perdue Jr,7/29/2015,Joint,DVN,Devon Energy Corporation (NYSE),Stock,Purchase,1001,--
2581, David A Perdue Jr,7/30/2015,Joint,DE,Deere & Company (NYSE),Stock,Sale (Partial),1001,--
2582, David A Perdue Jr,7/30/2015,Joint,WPX,"WPX Energy, Inc. (NYSE)",Stock,Purchase,1001,--
2583, David A Perdue Jr,7/30/2015,Joint,LNT,Alliant Energy Corporation (NYSE),Stock,Sale (Partial),100001,--
2584, David A Perdue Jr,7/31/2015,Joint,LNT,Alliant Energy Corporation (NYSE),Stock,Sale (Partial),100001,--
2585, David A Perdue Jr,7/31/2015,Joint,GPK,Graphic Packaging Holding Company (NYSE),Stock,Sale (Partial),50001,--
2586, David A Perdue Jr,8/3/2015,Joint,WPX,"WPX Energy, Inc. (NYSE)",Stock,Purchase,1001,--
2587, David A Perdue Jr,8/3/2015,Joint,BCR,CR Bard Inc. (NYSE),Stock,Sale (Partial),15001,--
2588, David A Perdue Jr,8/3/2015,Joint,CLX,The Clorox Company (NYSE),Stock,Sale (Partial),1001,--
2589, David A Perdue Jr,8/4/2015,Joint,BAX,Baxter International Inc. (NYSE),Stock,Purchase,1001,--
2590, David A Perdue Jr,8/5/2015,Joint,AM,Antero Midstream Partners LP (NYSE),Stock,Purchase,1001,--
2591, David A Perdue Jr,8/6/2015,Joint,CBS,CBS Corporation (NYSE),Stock,Purchase,1001,--
2592, David A Perdue Jr,8/6/2015,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,1001,--
2593, David A Perdue Jr,8/6/2015,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,1001,--
2594, David A Perdue Jr,8/6/2015,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,1001,--
2595, David A Perdue Jr,8/6/2015,Joint,FOX,"Twenty-First Century Fox, Inc. (NASDAQ)",Stock,Purchase,15001,--
317, Sheldon Whitehouse,3/13/2014,Joint,--,"JP Morgan Chase & Co 6.75% FXD to 2/1/24
Rate/Coupon: 6.75
Matures: 01/01/2024",Corporate Bond,Purchase,15001,In 4a #115 incorrectly listed as JPJQL
2596, David A Perdue Jr,8/6/2015,Joint,PAA,"Plains All American Pipeline, L.P. (NYSE)",Stock,Sale (Partial),1001,--
2597, David A Perdue Jr,8/6/2015,Joint,PAA,"Plains All American Pipeline, L.P. (NYSE)",Stock,Sale (Partial),1001,--
2598, David A Perdue Jr,8/6/2015,Joint,PAA,"Plains All American Pipeline, L.P. (NYSE)",Stock,Sale (Partial),1001,--
2599, David A Perdue Jr,8/7/2015,Joint,LQDT,"Liquidity Services, Inc. (NASDAQ)",Stock,Sale (Partial),1001,--
322, Sheldon Whitehouse,7/10/2014,Self,QLIK,"Qlik Technologies, Inc. (NASDAQ)",Stock,Purchase,1001,--
323, Sheldon Whitehouse,7/7/2014,Self,LNKD,LinkedIn Corporation (NYSE),Stock,Sale (Partial),1001,--
324, Sheldon Whitehouse,7/7/2014,Self,KORS,Michael Kors Holdings Limited (NYSE),Stock,Purchase,15001,--
325, Sheldon Whitehouse,6/18/2014,Self,VFC,V.F. Corporation (NYSE),Stock,Sale (Partial),1001,--
326, Sheldon Whitehouse,6/18/2014,Self,UNP,Union Pacific Corporation (NYSE),Stock,Sale (Partial),1001,--
327, Sheldon Whitehouse,6/18/2014,Self,CHL,China Mobile Limited (NYSE),Stock,Purchase,1001,--
328, Sheldon Whitehouse,6/18/2014,Self,BEAV,B/E Aerospace Inc. (NASDAQ),Stock,Purchase,1001,--
329, Sheldon Whitehouse,7/15/2014,Self,BMY,Bristol-Myers Squibb Company (NYSE),Stock,Purchase,1001,--
330, Sheldon Whitehouse,7/10/2014,Child,EMR,Emerson Electric Co. (NYSE),Stock,Sale (Full),1001,--
331, Sheldon Whitehouse,7/10/2014,Child,AMGN,Amgen Inc. (NASDAQ),Stock,Purchase,1001,--
332, Sheldon Whitehouse,7/2/2014,Joint,NOV,"National Oilwell Varco, Inc. (NYSE)",Stock,Purchase,15001,--
333, Sheldon Whitehouse,6/24/2014,Joint,AMZN,Amazon.com Inc. (NASDAQ),Stock,Sale (Full),15001,--
334, Sheldon Whitehouse,7/15/2014,Joint,BMY,Bristol-Myers Squibb Company (NYSE),Stock,Purchase,1001,--
2600, David A Perdue Jr,8/7/2015,Joint,LQDT,"Liquidity Services, Inc. (NASDAQ)",Stock,Sale (Partial),1001,--
2601, David A Perdue Jr,8/7/2015,Joint,XOM,Exxon Mobil Corporation (NYSE),Stock,Purchase,1001,--
2602, David A Perdue Jr,8/7/2015,Joint,PAA,"Plains All American Pipeline, L.P. (NYSE)",Stock,Sale (Partial),1001,--
2603, David A Perdue Jr,8/10/2015,Joint,BAX,Baxter International Inc. (NYSE),Stock,Purchase,1001,--
2604, David A Perdue Jr,8/10/2015,Joint,GPK,Graphic Packaging Holding Company (NYSE),Stock,Sale (Partial),15001,--
2605, David A Perdue Jr,8/11/2015,Joint,AAN,"Aaron's, Inc. (NYSE)",Stock,Sale (Partial),1001,--
2606, David A Perdue Jr,8/12/2015,Joint,AAN,"Aaron's, Inc. (NYSE)",Stock,Sale (Partial),1001,--
2607, David A Perdue Jr,8/12/2015,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,1001,--
2608, David A Perdue Jr,8/12/2015,Joint,BAX,Baxter International Inc. (NYSE),Stock,Purchase,1001,--
2609, David A Perdue Jr,8/12/2015,Joint,LNT,Alliant Energy Corporation (NYSE),Stock,Sale (Partial),250001,--
2610, David A Perdue Jr,8/13/2015,Joint,LNT,Alliant Energy Corporation (NYSE),Stock,Sale (Partial),100001,--
2611, David A Perdue Jr,8/14/2015,Joint,LNT,Alliant Energy Corporation (NYSE),Stock,Sale (Partial),100001,--
2612, David A Perdue Jr,8/17/2015,Joint,LNT,Alliant Energy Corporation (NYSE),Stock,Sale (Partial),100001,--
2613, David A Perdue Jr,8/17/2015,Joint,GPK,Graphic Packaging Holding Company (NYSE),Stock,Sale (Partial),50001,--
2614, David A Perdue Jr,8/19/2015,Joint,BAX,Baxter International Inc. (NYSE),Stock,Purchase,1001,--
2615, David A Perdue Jr,8/20/2015,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,1001,--
2616, David A Perdue Jr,8/20/2015,Joint,DE,Deere & Company (NYSE),Stock,Sale (Partial),1001,--
2617, David A Perdue Jr,8/20/2015,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,1001,--
2618, David A Perdue Jr,8/20/2015,Joint,BAX,Baxter International Inc. (NYSE),Stock,Purchase,15001,--
2619, David A Perdue Jr,8/20/2015,Joint,CBS,CBS Corporation (NYSE),Stock,Purchase,1001,--
2620, David A Perdue Jr,8/21/2015,Joint,BAX,Baxter International Inc. (NYSE),Stock,Purchase,1001,--
2621, David A Perdue Jr,8/21/2015,Joint,CIT,CIT Group Inc. (NYSE),Stock,Sale (Partial),1001,--
2622, David A Perdue Jr,8/21/2015,Joint,BAX,Baxter International Inc. (NYSE),Stock,Purchase,1001,--
2623, David A Perdue Jr,8/21/2015,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,1001,--
2624, David A Perdue Jr,8/24/2015,Joint,CIT,CIT Group Inc. (NYSE),Stock,Sale (Partial),1001,--
2625, David A Perdue Jr,8/24/2015,Joint,BAX,Baxter International Inc. (NYSE),Stock,Purchase,1001,--
2626, David A Perdue Jr,8/24/2015,Joint,SBUX,Starbucks Corporation (NASDAQ),Stock,Purchase,15001,--
2627, David A Perdue Jr,8/24/2015,Joint,KMI,"Kinder Morgan, Inc. (NYSE)",Stock,Purchase,15001,--
2628, David A Perdue Jr,8/24/2015,Joint,PSX,Phillips 66 (NYSE),Stock,Purchase,1001,--
2629, David A Perdue Jr,8/24/2015,Joint,IP,International Paper Company (NYSE),Stock,Purchase,15001,--
2630, David A Perdue Jr,8/24/2015,Joint,QCOM,QUALCOMM Incorporated (NASDAQ),Stock,Purchase,1001,--
2631, David A Perdue Jr,8/25/2015,Joint,AAN,"Aaron's, Inc. (NYSE)",Stock,Sale (Partial),1001,--
2632, David A Perdue Jr,8/25/2015,Joint,DE,Deere & Company (NYSE),Stock,Sale (Partial),1001,--
2633, David A Perdue Jr,8/25/2015,Joint,BAX,Baxter International Inc. (NYSE),Stock,Purchase,1001,--
2634, David A Perdue Jr,8/25/2015,Joint,CIT,CIT Group Inc. (NYSE),Stock,Sale (Partial),1001,--
2635, David A Perdue Jr,8/25/2015,Joint,PG,The Procter & Gamble Company (NYSE),Stock,Purchase,15001,--
2636, David A Perdue Jr,8/26/2015,Joint,BAX,Baxter International Inc. (NYSE),Stock,Purchase,1001,--
2637, David A Perdue Jr,8/26/2015,Joint,CIT,CIT Group Inc. (NYSE),Stock,Sale (Partial),1001,--
2638, David A Perdue Jr,8/27/2015,Joint,GLW,Corning Inc. (NYSE),Stock,Purchase,1001,--
2639, David A Perdue Jr,8/27/2015,Joint,DVN,Devon Energy Corporation (NYSE),Stock,Purchase,1001,--
2640, David A Perdue Jr,8/27/2015,Joint,BAX,Baxter International Inc. (NYSE),Stock,Purchase,1001,--
2641, David A Perdue Jr,8/27/2015,Joint,BAX,Baxter International Inc. (NYSE),Stock,Purchase,1001,--
2642, David A Perdue Jr,8/27/2015,Joint,CIT,CIT Group Inc. (NYSE),Stock,Sale (Partial),1001,--
2643, David A Perdue Jr,8/27/2015,Joint,AAN,"Aaron's, Inc. (NYSE)",Stock,Sale (Partial),1001,--
2644, David A Perdue Jr,8/28/2015,Joint,GLW,Corning Inc. (NYSE),Stock,Purchase,1001,--
2645, David A Perdue Jr,8/28/2015,Joint,CIT,CIT Group Inc. (NYSE),Stock,Sale (Partial),1001,--
2646, David A Perdue Jr,8/28/2015,Joint,BAX,Baxter International Inc. (NYSE),Stock,Purchase,1001,--
2647, David A Perdue Jr,8/31/2015,Joint,DVN,Devon Energy Corporation (NYSE),Stock,Purchase,1001,--
2648, David A Perdue Jr,8/31/2015,Joint,BK,The Bank of New York Mellon Corporation (NYSE),Stock,Sale (Partial),1001,--
2649, David A Perdue Jr,8/31/2015,Joint,CIT,CIT Group Inc. (NYSE),Stock,Sale (Partial),1001,--
2650, David A Perdue Jr,9/1/2015,Joint,GLW,Corning Inc. (NYSE),Stock,Purchase,1001,--
2651, David A Perdue Jr,9/1/2015,Joint,BK,The Bank of New York Mellon Corporation (NYSE),Stock,Sale (Partial),1001,--
2652, David A Perdue Jr,9/2/2015,Joint,BK,The Bank of New York Mellon Corporation (NYSE),Stock,Sale (Partial),1001,--
2653, David A Perdue Jr,9/2/2015,Joint,GLW,Corning Inc. (NYSE),Stock,Purchase,1001,--
2654, David A Perdue Jr,9/2/2015,Joint,AAN,"Aaron's, Inc. (NYSE)",Stock,Sale (Partial),1001,--
2655, David A Perdue Jr,11/2/2018,Joint,DISCA,"Discovery, Inc.",Stock,Sale (Partial),1001,--
2656, David A Perdue Jr,11/2/2018,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),1001,--
2657, David A Perdue Jr,11/2/2018,Joint,GPK,Graphic Packaging Holding Company,Stock,Purchase,1001,--
2658, David A Perdue Jr,11/5/2018,Joint,DISCA,"Discovery, Inc.",Stock,Sale (Partial),1001,--
2659, David A Perdue Jr,11/5/2018,Joint,DISCA,"Discovery, Inc.",Stock,Sale (Partial),1001,--
2660, David A Perdue Jr,11/5/2018,Joint,MOS,The Mosaic Company,Stock,Sale (Partial),1001,--
2661, David A Perdue Jr,11/5/2018,Joint,MOS,The Mosaic Company,Stock,Sale (Partial),1001,--
2662, David A Perdue Jr,11/5/2018,Joint,FDC,First Data Corporation,Stock,Purchase,1001,--
2663, David A Perdue Jr,11/5/2018,Joint,GPK,Graphic Packaging Holding Company,Stock,Purchase,1001,--
2664, David A Perdue Jr,11/5/2018,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),15001,--
2665, David A Perdue Jr,11/6/2018,Joint,DISCA,"Discovery, Inc.",Stock,Sale (Partial),1001,--
2666, David A Perdue Jr,11/6/2018,Joint,FDC,First Data Corporation,Stock,Purchase,1001,--
2667, David A Perdue Jr,11/7/2018,Joint,FEYE,"FireEye, Inc.",Stock,Sale (Partial),1001,--
2668, David A Perdue Jr,11/7/2018,Joint,FEYE,"FireEye, Inc.",Stock,Sale (Partial),1001,--
2669, David A Perdue Jr,11/7/2018,Joint,FEYE,"FireEye, Inc.",Stock,Sale (Partial),1001,--
2670, David A Perdue Jr,11/7/2018,Joint,DISCA,"Discovery, Inc.",Stock,Sale (Partial),1001,--
2671, David A Perdue Jr,11/8/2018,Joint,FEYE,"FireEye, Inc.",Stock,Sale (Partial),1001,--
2672, David A Perdue Jr,11/8/2018,Joint,DISCA,"Discovery, Inc.",Stock,Sale (Partial),1001,--
2673, David A Perdue Jr,11/8/2018,Joint,DISCA,"Discovery, Inc.",Stock,Sale (Partial),1001,--
2674, David A Perdue Jr,11/8/2018,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),1001,--
2675, David A Perdue Jr,11/9/2018,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),1001,--
2676, David A Perdue Jr,11/9/2018,Joint,LGF,Lions Gate Entertainment Corp.,Stock,Purchase,15001,--
2677, David A Perdue Jr,11/12/2018,Joint,FDC,First Data Corporation,Stock,Purchase,1001,--
2678, David A Perdue Jr,11/12/2018,Joint,FDC,First Data Corporation,Stock,Purchase,1001,--
2679, David A Perdue Jr,11/12/2018,Joint,LGF,Lions Gate Entertainment Corp.,Stock,Purchase,1001,--
2680, David A Perdue Jr,11/12/2018,Joint,KN,Knowles Corporation,Stock,Sale (Partial),1001,--
2681, David A Perdue Jr,11/12/2018,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),1001,--
417, Sheldon Whitehouse,5/4/2016,Joint,MACYS,"MACYS RETAIL HLDINGS INC
Rate/Coupon: 3.8%
Matures: 01/15/2022",Corporate Bond,Purchase,15001,--
418, Sheldon Whitehouse,5/4/2016,Joint,XER.BE,"XEROX CORP
Rate/Coupon: 4.5%
Matures: 05/15/2021",Corporate Bond,Purchase,1001,--
2682, David A Perdue Jr,11/12/2018,Joint,LGF,Lions Gate Entertainment Corp.,Stock,Purchase,1001,--
2683, David A Perdue Jr,11/13/2018,Joint,MOS,The Mosaic Company,Stock,Sale (Partial),1001,--
2684, David A Perdue Jr,11/13/2018,Joint,MOS,The Mosaic Company,Stock,Sale (Partial),1001,--
2685, David A Perdue Jr,11/13/2018,Joint,LGF,Lions Gate Entertainment Corp.,Stock,Purchase,1001,--
2686, David A Perdue Jr,11/13/2018,Joint,DISCA,"Discovery, Inc.",Stock,Sale (Partial),1001,--
2687, David A Perdue Jr,11/13/2018,Joint,KN,Knowles Corporation,Stock,Sale (Partial),1001,--
2688, David A Perdue Jr,11/14/2018,Joint,MOS,The Mosaic Company,Stock,Sale (Partial),1001,--
2689, David A Perdue Jr,11/14/2018,Joint,LGF,Lions Gate Entertainment Corp.,Stock,Purchase,1001,--
2690, David A Perdue Jr,11/14/2018,Joint,DISCA,"Discovery, Inc.",Stock,Sale (Partial),1001,--
2691, David A Perdue Jr,11/14/2018,Joint,VLP,Valero Energy Partners LP,Stock,Sale (Partial),1001,--
2692, David A Perdue Jr,11/15/2018,Joint,FDC,First Data Corporation,Stock,Purchase,1001,--
2693, David A Perdue Jr,11/15/2018,Joint,FDC,First Data Corporation,Stock,Purchase,1001,--
2694, David A Perdue Jr,11/15/2018,Joint,FDC,First Data Corporation,Stock,Purchase,1001,--
2695, David A Perdue Jr,11/16/2018,Joint,LGF,Lions Gate Entertainment Corp.,Stock,Purchase,1001,--
2696, David A Perdue Jr,11/19/2018,Joint,FDC,First Data Corporation,Stock,Purchase,1001,--
2697, David A Perdue Jr,11/19/2018,Joint,FDC,First Data Corporation,Stock,Purchase,1001,--
2698, David A Perdue Jr,11/19/2018,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),1001,--
2699, David A Perdue Jr,11/19/2018,Joint,LGF,Lions Gate Entertainment Corp.,Stock,Purchase,1001,--
2700, David A Perdue Jr,11/19/2018,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),1001,--
2701, David A Perdue Jr,11/20/2018,Joint,MOS,The Mosaic Company,Stock,Sale (Partial),1001,--
2702, David A Perdue Jr,11/20/2018,Joint,GPK,Graphic Packaging Holding Company,Stock,Purchase,1001,--
