,Name,Transaction.Date,Owner,Ticker,Asset.Name,Asset.Type,Type,Amount,Comment
3620, David A Perdue Jr,11/10/2015,Joint,CHRW,CHRW,Stock,Sale (Partial),1001,--
3621, David A Perdue Jr,11/10/2015,Joint,FOXA,FOXA,Stock,Sale (Partial),50001,--
3622, David A Perdue Jr,11/10/2015,Joint,SYK,SYK,Stock,Sale (Partial),1001,--
3623, David A Perdue Jr,11/10/2015,Joint,KO,KO,Stock,Sale (Partial),15001,--
3624, David A Perdue Jr,11/10/2015,Joint,AVP,AVP,Stock,Sale (Partial),1001,--
3625, David A Perdue Jr,11/10/2015,Joint,ANTM,ANTM,Stock,Sale (Partial),1001,--
3626, David A Perdue Jr,11/10/2015,Joint,COP,COP,Stock,Sale (Partial),1001,--
3627, David A Perdue Jr,11/10/2015,Joint,XOM,XOM,Stock,Sale (Partial),1001,--
3628, David A Perdue Jr,11/10/2015,Joint,VIAB,VIAB,Stock,Sale (Partial),1001,--
3629, David A Perdue Jr,11/10/2015,Joint,MSFT,MSFT,Stock,Sale (Partial),15001,--
3630, David A Perdue Jr,11/10/2015,Joint,PG,PG,Stock,Sale (Partial),50001,--
3631, David A Perdue Jr,11/10/2015,Joint,JNJ,JNJ,Stock,Sale (Partial),15001,--
3632, David A Perdue Jr,11/12/2015,Joint,SPY,SPY,Stock,Purchase,500001,--
3633, David A Perdue Jr,11/12/2015,Joint,WPX,WPX,Stock,Sale (Full),15001,--
3634, David A Perdue Jr,11/12/2015,Joint,MOS,MOS,Stock,Sale (Full),50001,--
3635, David A Perdue Jr,11/12/2015,Joint,AXLL,AXLL,Stock,Sale (Full),50001,--
3636, David A Perdue Jr,11/12/2015,Joint,CBS,CBS,Stock,Sale (Full),100001,--
3637, David A Perdue Jr,11/12/2015,Joint,DISCA,DISCA,Stock,Sale (Full),100001,--
3638, David A Perdue Jr,11/12/2015,Joint,USG,USG,Stock,Sale (Full),50001,--
3639, David A Perdue Jr,11/12/2015,Joint,ADT,ADT,Stock,Sale (Full),100001,--
3640, David A Perdue Jr,11/12/2015,Joint,KN,KN,Stock,Sale (Full),50001,--
3641, David A Perdue Jr,11/12/2015,Joint,BAX,BAX,Stock,Sale (Partial),100001,--
3642, David A Perdue Jr,11/12/2015,Joint,DVN,DVN,Stock,Sale (Full),50001,--
3643, David A Perdue Jr,11/12/2015,Joint,SPY,SPY,Stock,Purchase,1001,--
3644, David A Perdue Jr,11/12/2015,Joint,AVP,AVP,Stock,Sale (Partial),1001,--
3645, David A Perdue Jr,11/17/2015,Joint,WMT,WMT,Stock,Purchase,1001,--
3646, David A Perdue Jr,11/17/2015,Joint,WMT,WMT,Stock,Purchase,1001,--
3647, David A Perdue Jr,11/17/2015,Joint,WFM,WFM,Stock,Purchase,15001,--
3648, David A Perdue Jr,11/18/2015,Joint,WFM,WFM,Stock,Purchase,1001,--
3649, David A Perdue Jr,11/18/2015,Joint,WMT,WMT,Stock,Purchase,1001,--
3650, David A Perdue Jr,11/18/2015,Joint,WMT,WMT,Stock,Purchase,1001,--
3651, David A Perdue Jr,11/18/2015,Joint,WFM,WFM,Stock,Purchase,1001,--
3653, David A Perdue Jr,11/19/2015,Joint,WFM,WFM,Stock,Purchase,1001,--
3654, David A Perdue Jr,11/19/2015,Joint,WFM,WFM,Stock,Purchase,1001,--
3655, David A Perdue Jr,11/20/2015,Joint,WMT,WMT,Stock,Purchase,1001,--
3656, David A Perdue Jr,11/20/2015,Joint,WFM,WFM,Stock,Purchase,1001,--
3657, David A Perdue Jr,11/20/2015,Joint,CVC,CVC,Stock,Sale (Partial),1001,--
3658, David A Perdue Jr,11/20/2015,Joint,LNT,LNT,Stock,Sale (Partial),50001,--
3659, David A Perdue Jr,3/1/2016,Joint,GE,Cabela's Incorporated,Stock,Sale (Partial),1001,--
3660, David A Perdue Jr,3/2/2016,Joint,CRMT,USG Corporation,Stock,Purchase,1001,--
3661, David A Perdue Jr,3/2/2016,Joint,WBA,USG Corporation,Stock,Purchase,1001,--
3662, David A Perdue Jr,3/3/2016,Joint,QCOM,Cabela's Incorporated,Stock,Sale (Partial),1001,--
3663, David A Perdue Jr,3/4/2016,Joint,LYV,Bank of America Corporation,Stock,Purchase,15001,--
3664, David A Perdue Jr,3/7/2016,Joint,GE,Bank of America Corporation,Stock,Purchase,1001,--
3665, David A Perdue Jr,3/7/2016,Joint,LYV,Bank of America Corporation,Stock,Purchase,1001,--
3666, David A Perdue Jr,3/8/2016,Joint,GE,Bank of America Corporation,Stock,Purchase,1001,--
3667, David A Perdue Jr,3/10/2016,Joint,BAC,Bank of America Corporation,Stock,Purchase,1001,--
3668, David A Perdue Jr,3/11/2016,Joint,BAC,Bank of America Corporation,Stock,Purchase,1001,--
3669, David A Perdue Jr,3/14/2016,Joint,BAC,Bank of America Corporation,Stock,Purchase,1001,--
3670, David A Perdue Jr,3/15/2016,Joint,BAC,Bank of America Corporation,Stock,Purchase,1001,--
3671, David A Perdue Jr,3/18/2016,Joint,BAC,Bank of America Corporation,Stock,Purchase,1001,--
3672, David A Perdue Jr,3/21/2016,Joint,BAC,Bank of America Corporation,Stock,Purchase,1001,--
3673, David A Perdue Jr,3/22/2016,Joint,MA,MasterCard Incorporated,Stock,Purchase,1001,--
3674, David A Perdue Jr,3/22/2016,Joint,HAL,Halliburton Company,Stock,Sale (Full),15001,--
3675, David A Perdue Jr,3/22/2016,Joint,QCOM,QUALCOMM Incorporated,Stock,Purchase,1001,--
1936, Pat Roberts,8/26/2014,Spouse,AAPL,Apple Inc. (NASDAQ),Stock,Sale (Full),15001,R
1937, Pat Roberts,8/26/2014,Spouse,BAC,Bank of America Corporation (NYSE),Stock,Sale (Partial),1001,R
1938, Pat Roberts,8/26/2014,Spouse,TWTR,"Twitter, Inc. (NYSE)",Stock,Sale (Partial),1001,R
1939, Pat Roberts,8/26/2014,Spouse,COST,Costco Wholesale Corporation (NASDAQ),Stock,Sale (Full),1001,SEP
1940, Pat Roberts,8/26/2014,Spouse,KSU,Kansas City Southern (NYSE),Stock,Sale (Full),15001,FR
1941, Pat Roberts,7/23/2014,Spouse,FB,"Facebook, Inc. (NASDAQ)",Stock,Sale (Full),1001,sep
1942, Pat Roberts,7/30/2014,Spouse,AAPL,Apple Inc. (NASDAQ),Stock,Purchase,1001,R
1943, Pat Roberts,8/1/2014,Spouse,AAPL,Apple Inc. (NASDAQ),Stock,Purchase,1001,R
1944, Pat Roberts,7/30/2014,Spouse,BIDU,"Baidu, Inc. (NASDAQ)",Stock,Purchase,15001,R
3676, David A Perdue Jr,3/28/2016,Joint,BAC,Bank of America Corporation,Stock,Purchase,1001,--
3677, David A Perdue Jr,1/6/2016,Joint,GE,GE,Stock,Sale (Partial),15001,--
3678, David A Perdue Jr,1/7/2016,Joint,ABBV,AbbVie Inc.,Stock,Purchase,1001,This purchase initially listed the wrong ticker symbol and is now corrected
3679, David A Perdue Jr,1/7/2016,Joint,CRMT,CRMT,Stock,Purchase,1001,--
3680, David A Perdue Jr,1/7/2016,Joint,WBA,WBA,Stock,Purchase,1001,--
3681, David A Perdue Jr,1/7/2016,Joint,QCOM,QCOM,Stock,Purchase,1001,--
3682, David A Perdue Jr,1/8/2016,Joint,LYV,LYV,Stock,Purchase,1001,--
3683, David A Perdue Jr,1/8/2016,Joint,GE,GE,Stock,Sale (Partial),1001,--
3684, David A Perdue Jr,1/11/2016,Joint,LYV,LYV,Stock,Purchase,1001,--
3685, David A Perdue Jr,1/11/2016,Joint,GE,GE,Stock,Sale (Partial),1001,--
3686, David A Perdue Jr,1/13/2016,Joint,GE,General Electric Company,Stock,Sale (Partial),1001,--
3687, David A Perdue Jr,1/13/2016,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),1001,--
3688, David A Perdue Jr,1/13/2016,Joint,GE,General Electric Company,Stock,Sale (Partial),1001,--
3689, David A Perdue Jr,1/13/2016,Joint,LYV,"Live Nation Entertainment, Inc.",Stock,Purchase,1001,--
3690, David A Perdue Jr,1/13/2016,Joint,KN,Knowles Corporation,Stock,Purchase,1001,--
3692, David A Perdue Jr,1/14/2016,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),1001,--
3693, David A Perdue Jr,1/14/2016,Joint,GE,General Electric Company,Stock,Sale (Partial),1001,--
3694, David A Perdue Jr,1/15/2016,Joint,WFM,"Whole Foods Market, Inc.",Stock,Purchase,1001,--
3695, David A Perdue Jr,1/15/2016,Joint,WLK,Westlake Chemical Corp.,Stock,Purchase,1001,--
3696, David A Perdue Jr,1/20/2016,Joint,HYH,"Halyard Health, Inc.",Stock,Purchase,1001,--
3697, David A Perdue Jr,1/20/2016,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),1001,--
3698, David A Perdue Jr,1/20/2016,Joint,WFM,"Whole Foods Market, Inc.",Stock,Purchase,1001,--
3699, David A Perdue Jr,1/20/2016,Joint,KHC,The Kraft Heinz Company,Stock,Purchase,15001,--
3700, David A Perdue Jr,1/20/2016,Joint,V,Visa Inc.,Stock,Purchase,1001,--
3701, David A Perdue Jr,1/20/2016,Joint,NKE,"NIKE, Inc.",Stock,Purchase,1001,--
3702, David A Perdue Jr,1/20/2016,Joint,WMB,"Williams Companies, Inc.",Stock,Sale (Partial),1001,--
3703, David A Perdue Jr,1/20/2016,Joint,MO,Altria Group Inc.,Stock,Purchase,1001,--
3704, David A Perdue Jr,1/20/2016,Joint,PG,The Procter &amp; Gamble Company,Stock,Purchase,15001,--
3705, David A Perdue Jr,1/20/2016,Joint,BAC,Bank of America Corporation,Stock,Purchase,1001,--
3706, David A Perdue Jr,1/21/2016,Joint,GE,General Electric Company,Stock,Sale (Partial),1001,--
3707, David A Perdue Jr,1/21/2016,Joint,GE,General Electric Company,Stock,Sale (Partial),1001,--
3708, David A Perdue Jr,1/21/2016,Joint,HYH,"Halyard Health, Inc.",Stock,Purchase,1001,--
3709, David A Perdue Jr,1/22/2016,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),1001,--
3710, David A Perdue Jr,1/22/2016,Joint,HYH,"Halyard Health, Inc.",Stock,Purchase,1001,--
3711, David A Perdue Jr,1/22/2016,Joint,MSFT,Microsoft Corporation,Stock,Sale (Partial),1001,--
3712, David A Perdue Jr,1/25/2016,Joint,HYH,"Halyard Health, Inc.",Stock,Purchase,1001,--
3713, David A Perdue Jr,1/25/2016,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),1001,--
3714, David A Perdue Jr,1/26/2016,Joint,HYH,"Halyard Health, Inc.",Stock,Purchase,1001,--
3715, David A Perdue Jr,1/27/2016,Joint,MSFT,Microsoft Corporation,Stock,Sale (Partial),1001,--
3716, David A Perdue Jr,1/27/2016,Joint,AAPL,Apple Inc.,Stock,Purchase,1001,--
3717, David A Perdue Jr,1/27/2016,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),1001,--
3718, David A Perdue Jr,1/27/2016,Joint,AAPL,Apple Inc.,Stock,Purchase,1001,--
3719, David A Perdue Jr,1/27/2016,Joint,AAPL,Apple Inc.,Stock,Purchase,1001,--
3720, David A Perdue Jr,1/27/2016,Joint,MSFT,Microsoft Corporation,Stock,Sale (Partial),1001,--
3721, David A Perdue Jr,1/27/2016,Joint,AAPL,Apple Inc.,Stock,Purchase,15001,--
3722, David A Perdue Jr,1/27/2016,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),1001,--
3723, David A Perdue Jr,1/28/2016,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),1001,--
3724, David A Perdue Jr,1/28/2016,Joint,HYH,"Halyard Health, Inc.",Stock,Purchase,1001,--
3725, David A Perdue Jr,1/28/2016,Joint,AAPL,Apple Inc.,Stock,Purchase,1001,--
3726, David A Perdue Jr,1/28/2016,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),1001,--
3727, David A Perdue Jr,1/29/2016,Joint,WFM,"Whole Foods Market, Inc.",Stock,Purchase,1001,--
3728, David A Perdue Jr,1/29/2016,Joint,LYV,"Live Nation Entertainment, Inc.",Stock,Purchase,1001,--
3729, David A Perdue Jr,1/29/2016,Joint,WLK,Westlake Chemical Corp.,Stock,Purchase,1001,--
3730, David A Perdue Jr,1/29/2016,Joint,WLK,Westlake Chemical Corp.,Stock,Purchase,1001,--
3731, David A Perdue Jr,1/29/2016,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),1001,--
3732, David A Perdue Jr,9/1/2017,Joint,"DD-PA
DWDP","E. I. du Pont de Nemours and Company (Exchanged)
DowDuPont Inc. (Received)",Stock,Exchange,15001,This transaction was filed on October 2 but was re-filed with the new system
3733, David A Perdue Jr,10/2/2017,Joint,AXTA,Axalta Coating Systems Ltd.,Stock,Purchase,1001,--
3734, David A Perdue Jr,10/2/2017,Joint,GM,General Motors Company,Stock,Sale (Partial),1001,--
3735, David A Perdue Jr,10/2/2017,Joint,VSM,"Versum Materials, Inc.",Stock,Sale (Partial),1001,--
3736, David A Perdue Jr,10/2/2017,Joint,LYV,"Live Nation Entertainment, Inc.",Stock,Sale (Partial),1001,--
3737, David A Perdue Jr,10/3/2017,Joint,LYV,"Live Nation Entertainment, Inc.",Stock,Sale (Partial),1001,--
3738, David A Perdue Jr,10/3/2017,Joint,LYV,"Live Nation Entertainment, Inc.",Stock,Sale (Partial),1001,--
3739, David A Perdue Jr,10/3/2017,Joint,HBI,Hanesbrands Inc.,Stock,Purchase,1001,--
3740, David A Perdue Jr,10/4/2017,Joint,HBI,HBI-Hanesbrands Inc.,Stock,Purchase,1001,--
3741, David A Perdue Jr,10/5/2017,Joint,VSM,"Versum Materials, Inc.",Stock,Sale (Partial),1001,--
3742, David A Perdue Jr,10/5/2017,Joint,HBI,Hanesbrands Inc.,Stock,Purchase,1001,--
3743, David A Perdue Jr,10/5/2017,Joint,MRK,"Merck & Co., Inc.",Stock,Purchase,1001,--
3744, David A Perdue Jr,10/5/2017,Joint,GM,General Motors Company,Stock,Sale (Partial),1001,--
3745, David A Perdue Jr,10/5/2017,Joint,GM,General Motors Company,Stock,Sale (Partial),1001,--
3746, David A Perdue Jr,10/5/2017,Joint,SLB,Schlumberger Limited,Stock,Purchase,15001,--
3747, David A Perdue Jr,10/6/2017,Joint,VSM,"Versum Materials, Inc.",Stock,Sale (Partial),1001,--
3748, David A Perdue Jr,10/6/2017,Joint,HBI,Hanesbrands Inc.,Stock,Purchase,1001,--
3749, David A Perdue Jr,10/6/2017,Joint,CZR,Caesars Entertainment Corporation,Stock,Purchase,1001,--
3750, David A Perdue Jr,10/6/2017,Joint,GM,General Motors Company,Stock,Sale (Partial),1001,--
3751, David A Perdue Jr,10/6/2017,Joint,CZR,Caesars Entertainment Corporation,Stock,Purchase,1001,--
3752, David A Perdue Jr,10/6/2017,Joint,BAC,Bank of America Corporation,Stock,Sale (Partial),1001,--
3753, David A Perdue Jr,10/9/2017,Joint,GM,General Motors Company,Stock,Sale (Partial),1001,--
3754, David A Perdue Jr,10/9/2017,Joint,LYV,"Live Nation Entertainment, Inc.",Stock,Sale (Partial),1001,--
3755, David A Perdue Jr,10/9/2017,Joint,AXTA,Axalta Coating Systems Ltd.,Stock,Purchase,1001,--
3756, David A Perdue Jr,10/9/2017,Joint,BAC,Bank of America Corporation,Stock,Sale (Partial),1001,--
3757, David A Perdue Jr,10/10/2017,Joint,VSM,"Versum Materials, Inc.",Stock,Sale (Partial),1001,--
3758, David A Perdue Jr,10/10/2017,Joint,AXTA,Axalta Coating Systems Ltd.,Stock,Purchase,1001,--
3759, David A Perdue Jr,10/11/2017,Joint,GM,General Motors Company,Stock,Sale (Partial),1001,--
3760, David A Perdue Jr,10/12/2017,Joint,FDC,First Data Corporation,Stock,Purchase,1001,--
3761, David A Perdue Jr,10/12/2017,Joint,BAC,Bank of America Corporation,Stock,Sale (Partial),1001,--
3762, David A Perdue Jr,10/13/2017,Joint,CZR,Caesars Entertainment Corporation,Stock,Purchase,1001,--
3763, David A Perdue Jr,10/13/2017,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),1001,--
3764, David A Perdue Jr,10/16/2017,Joint,LYV,"Live Nation Entertainment, Inc.",Stock,Sale (Partial),1001,--
3765, David A Perdue Jr,10/16/2017,Joint,FDC,First Data Corporation,Stock,Purchase,1001,--
2034, Harry Reid,8/24/2015,Joint,--,"WF ADV Ultra SH-TRM Muni Inc-#3107
Rate/Coupon: var.
Matures: n/a",Municipal Security,Sale (Full),100001,--
2035, Harry Reid,8/17/2015,Joint,--,"Easton PA Area Sch 4.0% 3/15/16
Rate/Coupon: 4.0%
Matures: 03/15/16",Municipal Security,Sale (Full),15001,Full call
2036, Harry Reid,8/5/2015,Joint,--,"Skagit Cnty WA Sch
Rate/Coupon: 5.0%
Matures: 12/01/19",Municipal Security,Purchase,50001,--
2037, Harry Reid,8/24/2015,Joint,--,"Vanguard Shrt-Trm Tax-Ex Adm #541
Rate/Coupon: var.
Matures: n/a",Municipal Security,Purchase,100001,--
2038, Harry Reid,2/12/2015,Joint,--,"Idaho St Hlth Facs 5.000% 12/01/22
Rate/Coupon: 5.0%
Matures: 12/01/22",Municipal Security,Purchase,50001,--
2039, Harry Reid,12/3/2014,Joint,--,"WF ADV Ultra SH-TRM Muni Inc-I #3107
Rate/Coupon: var
Matures: n/a",Municipal Security,Purchase,100001,--
2040, Harry Reid,12/22/2014,Joint,--,"WF ADV Ultra SH-Trm Muni Inc-I #3107
Rate/Coupon: var
Matures: n/a",Municipal Security,Sale (Partial),50001,--
2041, Harry Reid,8/1/2016,Joint,--,"Pierce Cnty WA 4.1%
Rate/Coupon: 4.1
Matures: 08/01/2018",Municipal Security,Sale (Full),50001,Full Call
2042, Harry Reid,3/30/2015,Joint,--,"Three Rivers MO Cmnt 3.0%
Rate/Coupon: 3.0%
Matures: 04/01/2020",Municipal Security,Sale (Full),50001,--
2043, Harry Reid,10/14/2014,Joint,--,Fort Smith Ark Wtr & Swr Rev Ref-Constr,,Sale (Full),15001,--
2044, Harry Reid,11/2/2015,Joint,--,"Emerald Peoples Util 3.0%
Rate/Coupon: n/a
Matures: 11/01/2015",Municipal Security,Sale (Full),50001,Bonds matured
2045, Harry Reid,11/12/2015,Joint,--,"Rapid City SD WTR RE 4.00%
Rate/Coupon: 4.0%
Matures: 11/01/2023",Municipal Security,Purchase,50001,--
2046, Harry Reid,4/15/2014,Joint,--,Three Rivers MO CMNT 3.0%,,Purchase,50001,--
2047, Harry Reid,4/9/2015,Joint,--,"Cook City Ill Cmnty 5.000% 12/01/23
Rate/Coupon: 5.000%
Matures: 12/01/2023",Municipal Security,Sale (Full),50001,--
2048, Harry Reid,4/9/2015,Joint,--,"Winnebago Cnty IL 3.000% 12/30/19
Rate/Coupon: 3.000%
Matures: 12/30/2019",Municipal Security,Sale (Full),50001,--
2049, Harry Reid,9/27/2016,Joint,--,"Brookings SD Sch Dis 7/01/23
Rate/Coupon: 3.0%
Matures: 07/01/2023",Municipal Security,Purchase,50001,--
2050, Harry Reid,8/5/2013,Joint,--,Emerald Peoples Utility Dist O Ref,,Purchase,50001,--
2051, Harry Reid,9/17/2013,Joint,--,Weber Cnty UT Spl Assmnt Summit Mountain Assmnt Area,,Purchase,50001,--
2052, Harry Reid,11/6/2013,Joint,--,Maricopa Cnty AZ Elem Sch Dist Sch Impt-Proj of 2012-Ser B,,Purchase,50001,--
2053, Harry Reid,12/22/2016,Joint,--,"South Dakota St Brd 3.000% 4/01/20
Rate/Coupon: 3.0%
Matures: 04/01/2020",Municipal Security,Purchase,50001,--
2054, Harry Reid,11/23/2016,Joint,--,"West Clermont OH Loc 4.0% 12/01/21
Rate/Coupon: 4.0%
Matures: 12/01/2021",Municipal Security,Purchase,15001,--
2055, Harry Reid,11/1/2016,Joint,--,"Oregon Dept Adm 4.4% 11/01/20
Rate/Coupon: 4.4%
Matures: 11/01/2020",Municipal Security,Sale (Full),15001,Full Call
2056, Harry Reid,6/29/2016,Joint,--,"Iowa St Brd Regents 3.0% 9/01/19
Rate/Coupon: 3.0%
Matures: 09/01/19",Municipal Security,Purchase,50001,--
2057, Harry Reid,6/24/2016,Joint,--,"North AZ Univ 4.0000% 6/01/20
Rate/Coupon: 4.0%
Matures: 6/01/20",Municipal Security,Purchase,50001,--
2058, Harry Reid,2/1/2015,Joint,--,"West Bend Wis Ref
Rate/Coupon: 3.8%
Matures: 10/01/2016",Municipal Security,Sale (Full),50001,--
2059, Harry Reid,12/30/2015,Joint,--,"Herman City UT Sal 4.000% 8/01/23
Rate/Coupon: 4.0%
Matures: 08/01/2023",Municipal Security,Purchase,50001,--
2060, Harry Reid,3/21/2014,Joint,--,Tulsa Cnty OK Indl 4.0%,,Purchase,50001,--
3766, David A Perdue Jr,10/16/2017,Joint,GLW,Corning Incorporated,Stock,Sale (Partial),1001,--
3767, David A Perdue Jr,10/17/2017,Joint,CZR,Caesars Entertainment Corporation,Stock,Purchase,1001,--
2063, John F Reed,9/9/2014,Self,FEYE,"FireEye, Inc. (NASDAQ)",Stock,Purchase,1001,--
2064, John F Reed,9/9/2014,Joint,FEYE,"FireEye, Inc. (NASDAQ)",Stock,Purchase,1001,--
3768, David A Perdue Jr,10/18/2017,Joint,HBI,Hanesbrands Inc.,Stock,Purchase,1001,--
3769, David A Perdue Jr,10/18/2017,Joint,MRK,"Merck & Co., Inc.",Stock,Purchase,1001,--
3770, David A Perdue Jr,10/18/2017,Joint,GM,General Motors Company,Stock,Sale (Partial),1001,--
3771, David A Perdue Jr,10/19/2017,Joint,GM,General Motors Company,Stock,Sale (Partial),1001,--
3772, David A Perdue Jr,10/19/2017,Joint,VSM,"Versum Materials, Inc.",Stock,Sale (Partial),1001,--
3773, David A Perdue Jr,10/20/2017,Joint,GLW,Corning Incorporated,Stock,Sale (Partial),1001,--
3774, David A Perdue Jr,10/20/2017,Joint,HBI,Hanesbrands Inc.,Stock,Purchase,1001,--
3775, David A Perdue Jr,10/23/2017,Joint,GLW,Corning Incorporated,Stock,Sale (Partial),1001,--
3776, David A Perdue Jr,10/23/2017,Joint,GLW,Corning Incorporated,Stock,Sale (Partial),1001,--
3777, David A Perdue Jr,10/25/2017,Joint,GLW,Corning Incorporated,Stock,Sale (Partial),1001,--
3778, David A Perdue Jr,10/26/2017,Joint,AXTA,Axalta Coating Systems Ltd.,Stock,Purchase,1001,--
3779, David A Perdue Jr,10/27/2017,Joint,MRK,"Merck & Co., Inc.",Stock,Purchase,15001,--
3780, David A Perdue Jr,10/27/2017,Joint,MSFT,Microsoft Corporation,Stock,Sale (Partial),1001,--
3781, David A Perdue Jr,10/30/2017,Joint,GLW,Corning Incorporated,Stock,Sale (Partial),1001,--
3782, David A Perdue Jr,10/30/2017,Joint,MRK,"Merck & Co., Inc.",Stock,Purchase,1001,--
3783, David A Perdue Jr,10/30/2017,Joint,MRK,"Merck & Co., Inc.",Stock,Purchase,1001,--
3784, David A Perdue Jr,10/30/2017,Joint,COP,ConocoPhillips,Stock,Sale (Partial),1001,--
3785, David A Perdue Jr,10/30/2017,Joint,SYK,Stryker Corporation,Stock,Sale (Partial),1001,--
3786, David A Perdue Jr,10/30/2017,Joint,SLB,Schlumberger Limited,Stock,Purchase,1001,--
3787, David A Perdue Jr,10/30/2017,Joint,COST,Costco Wholesale Corporation,Stock,Purchase,1001,--
3788, David A Perdue Jr,10/30/2017,Joint,MYL,Mylan N.V.,Stock,Sale (Partial),15001,--
3789, David A Perdue Jr,10/31/2017,Joint,QCOM,QUALCOMM Incorporated,Stock,Sale (Partial),15001,--
3790, David A Perdue Jr,11/1/2017,Joint,GM,General Motors Company,Stock,Sale (Partial),1001,--
3791, David A Perdue Jr,3/1/2017,Joint,WOOF,VCA Inc.,Stock,Sale (Partial),1001,--
3792, David A Perdue Jr,3/2/2017,Joint,PFE,Pfizer Inc.,Stock,Purchase,1001,--
3793, David A Perdue Jr,3/2/2017,Joint,BAX,Baxter International Inc.,Stock,Sale (Partial),1001,--
3794, David A Perdue Jr,3/3/2017,Joint,BAC,Bank of America Corporation,Stock,Sale (Partial),1001,--
3795, David A Perdue Jr,3/8/2017,Joint,WFM,"Whole Foods Market, Inc.",Stock,Purchase,1001,--
3796, David A Perdue Jr,3/10/2017,Joint,WLK,Westlake Chemical Corporation,Stock,Sale (Partial),1001,--
3797, David A Perdue Jr,3/10/2017,Joint,MOS,The Mosaic Company,Stock,Purchase,1001,--
3798, David A Perdue Jr,3/10/2017,Joint,WFM,"Whole Foods Market, Inc.",Stock,Purchase,1001,--
3799, David A Perdue Jr,3/13/2017,Joint,WLK,Westlake Chemical Corporation,Stock,Sale (Partial),1001,--
3800, David A Perdue Jr,3/13/2017,Joint,WMT,"Wal-Mart Stores, Inc.",Stock,Purchase,1001,--
3801, David A Perdue Jr,3/14/2017,Joint,WOOF,VCA Inc.,Stock,Sale (Full),1001,--
3802, David A Perdue Jr,3/14/2017,Joint,WMT,"Wal-Mart Stores, Inc.",Stock,Purchase,1001,--
3803, David A Perdue Jr,3/15/2017,Joint,WLK,Westlake Chemical Corporation,Stock,Sale (Partial),1001,--
3804, David A Perdue Jr,3/16/2017,Joint,WLK,Westlake Chemical Corporation,Stock,Sale (Partial),1001,--
3805, David A Perdue Jr,3/22/2017,Joint,PRU,"Prudential Financial, Inc.",Stock,Sale (Partial),1001,--
3806, David A Perdue Jr,3/22/2017,Joint,CVX,Chevron Corporation,Stock,Purchase,15001,--
3807, David A Perdue Jr,3/22/2017,Joint,JPM,JPMorgan Chase & Co.,Stock,Sale (Partial),1001,--
3808, David A Perdue Jr,3/22/2017,Joint,BMY,Bristol-Myers Squibb Company,Stock,Purchase,1001,--
3809, David A Perdue Jr,3/22/2017,Joint,COST,Costco Wholesale Corporation,Stock,Purchase,1001,--
3810, David A Perdue Jr,3/22/2017,Joint,SLB,Schlumberger Limited,Stock,Purchase,15001,--
3811, David A Perdue Jr,3/22/2017,Joint,GPK,Graphic Packaging Holding Company,Stock,Sale (Partial),15001,--
3812, David A Perdue Jr,3/22/2017,Joint,JPM,JPMorgan Chase & Co.,Stock,Sale (Partial),1001,--
3813, David A Perdue Jr,3/23/2017,Joint,VSM,"Versum Materials, Inc.",Stock,Purchase,1001,--
3814, David A Perdue Jr,3/23/2017,Joint,WLK,Westlake Chemical Corporation,Stock,Sale (Partial),1001,--
3815, David A Perdue Jr,3/23/2017,Joint,KMI,"Kinder Morgan, Inc.",Stock,Purchase,1001,--
3816, David A Perdue Jr,3/23/2017,Joint,KMI,"Kinder Morgan, Inc.",Stock,Purchase,1001,--
3817, David A Perdue Jr,3/23/2017,Joint,EPD,Enterprise Products Partners L.P.,Stock,Sale (Partial),1001,--
3818, David A Perdue Jr,3/23/2017,Joint,KMI,"Kinder Morgan, Inc.",Stock,Purchase,15001,--
3819, David A Perdue Jr,3/23/2017,Joint,ENB,Enbridge Inc.,Stock,Sale (Partial),15001,--
3820, David A Perdue Jr,3/24/2017,Joint,TLLP,Tesoro Logistics LP,Stock,Sale (Partial),1001,--
3821, David A Perdue Jr,3/24/2017,Joint,TRP,TransCanada Corporation,Stock,Purchase,1001,--
2119, John F Reed,7/9/2014,Self,ACT,Actavis plc (NYSE),Stock,Purchase,1001,--
3822, David A Perdue Jr,3/24/2017,Joint,TRP,TransCanada Corporation,Stock,Purchase,15001,--
3823, David A Perdue Jr,3/24/2017,Joint,PKI,"PerkinElmer, Inc.",Stock,Sale (Partial),1001,--
3824, David A Perdue Jr,12/4/2017,Joint,FOXA,"Twenty-First Century Fox, Inc.",Stock,Sale (Partial),1001,--
3825, David A Perdue Jr,12/4/2017,Joint,CHRW,"C.H. Robinson Worldwide, Inc.",Stock,Sale (Partial),1001,--
3826, David A Perdue Jr,12/4/2017,Joint,PYPL,"PayPal Holdings, Inc.",Stock,Purchase,1001,--
